Previous_Day_Sales,Customers,Promotion,Is_Weekend,Food_Category,Sales,Food_Category_enc
423.0,138.0,0.0,1,Burgers,215.0,2
332.0,170.0,1.0,0,Mcnuggets,395.0,5
461.0,183.0,0.0,1,Desserts,352.0,3
160.0,137.0,0.0,1,Fries,309.0,4
299.0,132.0,0.0,1,Desserts,317.0,3
257.0,84.0,0.0,0,Desserts,134.0,3
200.0,129.0,0.0,0,Fries,221.0,4
301.0,122.0,0.0,0,Mcnuggets,208.0,5
282.0,99.0,0.0,0,Fries,174.0,4
305.0,148.0,,0,Beverages,274.0,0
79.0,83.0,0.0,0,Fries,115.0,4
267.0,168.0,1.0,0,Beverages,340.0,0
259.0,185.0,1.0,0,Mcnuggets,396.0,5
328.0,165.0,0.0,0,Beverages,429.0,0
269.0,89.0,0.0,0,Beverages,236.0,0
297.0,152.0,0.0,1,Beverages,314.0,0
256.0,210.0,1.0,1,Burgers,447.0,2
339.0,124.0,0.0,1,Desserts,230.0,3
429.0,182.0,0.0,1,Burgers,429.0,2
340.0,214.0,1.0,1,Burgers,463.0,2
251.0,122.0,0.0,0,Burgers,290.0,2
518.0,96.0,0.0,0,Fries,226.0,4
166.0,110.0,0.0,0,Beverages,283.0,0
96.0,147.0,0.0,0,Burgers,290.0,2
209.0,143.0,0.0,0,Burgers,258.0,2
301.0,229.0,1.0,0,Beverages,494.0,0
266.0,137.0,0.0,0,Desserts,289.0,3
222.0,138.0,0.0,0,Desserts,229.0,3
287.0,171.0,0.0,1,Mcnuggets,340.0,5
396.0,167.0,0.0,1,Fries,342.0,4
271.0,108.0,0.0,0,Burgers,273.0,2
310.0,180.0,,1,Beverages,417.0,0
482.0,120.0,0.0,1,Breakfast,258.0,1
228.0,177.0,1.0,0,Beverages,444.0,0
338.0,141.0,0.0,0,Burgers,319.0,2
273.0,147.0,0.0,1,Burgers,319.0,2
344.0,75.0,0.0,0,Breakfast,199.0,1
288.0,176.0,1.0,0,Mcnuggets,371.0,5
341.0,169.0,0.0,1,Desserts,361.0,3
239.0,171.0,1.0,0,Burgers,391.0,2
220.0,162.0,0.0,1,Beverages,344.0,0
415.0,130.0,0.0,0,Mcnuggets,153.0,5
436.0,135.0,0.0,0,Fries,273.0,4
305.0,160.0,1.0,0,Fries,414.0,4
406.0,166.0,0.0,1,Fries,349.0,4
350.0,181.0,0.0,1,Mcnuggets,372.0,5
447.0,154.0,0.0,0,Fries,209.0,4
302.0,218.0,1.0,1,Desserts,463.0,3
240.0,120.0,0.0,0,Mcnuggets,284.0,5
400.0,151.0,0.0,0,Burgers,321.0,2
373.0,197.0,0.0,1,Burgers,456.0,2
335.0,165.0,0.0,1,Mcnuggets,381.0,5
223.0,119.0,0.0,0,Beverages,381.0,0
184.0,93.0,0.0,0,Beverages,220.0,0
454.0,142.0,0.0,1,Burgers,322.0,2
202.0,174.0,1.0,0,Beverages,422.0,0
235.0,106.0,0.0,0,Breakfast,129.0,1
191.0,149.0,0.0,1,Desserts,227.0,3
286.0,140.0,0.0,1,Beverages,278.0,0
255.0,197.0,1.0,1,Burgers,558.0,2
286.0,143.0,0.0,1,Fries,351.0,4
382.0,115.0,0.0,0,Beverages,179.0,0
438.0,139.0,1.0,0,Desserts,360.0,3
462.0,178.0,1.0,1,Burgers,453.0,2
610.0,193.0,1.0,1,Beverages,453.0,0
120.0,145.0,1.0,0,Breakfast,351.0,1
235.0,115.0,0.0,0,Breakfast,177.0,1
456.0,164.0,1.0,0,Burgers,362.0,2
208.0,176.0,1.0,1,Beverages,398.0,0
277.0,161.0,0.0,0,Beverages,288.0,0
259.0,94.0,0.0,0,Burgers,237.0,2
382.0,109.0,0.0,0,Beverages,223.0,0
301.0,115.0,0.0,0,Mcnuggets,210.0,5
303.0,163.0,1.0,0,Burgers,410.0,2
150.0,133.0,0.0,0,Fries,326.0,4
436.0,199.0,1.0,1,Burgers,522.0,2
243.0,107.0,0.0,0,Fries,214.0,4
286.0,138.0,0.0,0,Burgers,243.0,2
312.0,94.0,0.0,0,Fries,200.0,4
257.0,173.0,0.0,1,Fries,378.0,4
363.0,136.0,0.0,1,Beverages,242.0,0
317.0,166.0,0.0,1,Beverages,363.0,0
301.0,91.0,0.0,0,Desserts,217.0,3
287.0,168.0,1.0,0,Beverages,424.0,0
172.0,154.0,0.0,0,Fries,390.0,4
511.0,128.0,0.0,0,Burgers,255.0,2
504.0,129.0,0.0,0,Breakfast,304.0,1
305.0,178.0,1.0,1,Fries,394.0,4
174.0,96.0,0.0,0,Desserts,165.0,3
456.0,144.0,0.0,0,Burgers,320.0,2
391.0,151.0,0.0,0,Desserts,311.0,3
213.0,108.0,0.0,0,Beverages,329.0,0
308.0,174.0,1.0,1,Desserts,456.0,3
138.0,111.0,0.0,0,Fries,260.0,4
113.0,147.0,0.0,0,Burgers,296.0,2
150.0,129.0,0.0,1,Desserts,244.0,3
330.0,123.0,0.0,0,Breakfast,257.0,1
138.0,126.0,0.0,0,Desserts,156.0,3
338.0,130.0,0.0,0,Mcnuggets,244.0,5
248.0,156.0,0.0,1,Fries,267.0,4
352.0,169.0,0.0,1,Beverages,340.0,0
408.0,184.0,1.0,0,Desserts,312.0,3
392.0,117.0,0.0,0,Breakfast,260.0,1
315.0,154.0,1.0,0,Fries,322.0,4
460.0,119.0,0.0,0,Fries,217.0,4
454.0,196.0,1.0,1,Beverages,431.0,0
325.0,127.0,0.0,1,Mcnuggets,282.0,5
247.0,141.0,0.0,0,Fries,293.0,4
236.0,148.0,0.0,0,Mcnuggets,355.0,5
336.0,155.0,1.0,0,Breakfast,327.0,1
351.0,140.0,0.0,0,Desserts,252.0,3
333.0,146.0,0.0,0,Burgers,297.0,2
281.0,177.0,1.0,0,Burgers,409.0,2
223.0,142.0,0.0,1,Beverages,316.0,0
365.0,123.0,0.0,0,Burgers,289.0,2
327.0,147.0,0.0,1,Mcnuggets,297.0,5
229.0,127.0,0.0,0,Mcnuggets,253.0,5
190.0,167.0,1.0,1,Breakfast,398.0,1
175.0,101.0,0.0,0,Desserts,240.0,3
399.0,135.0,0.0,0,Burgers,256.0,2
163.0,129.0,0.0,0,Fries,207.0,4
317.0,117.0,0.0,0,Mcnuggets,240.0,5
532.0,187.0,0.0,1,Burgers,428.0,2
371.0,126.0,0.0,0,Burgers,216.0,2
358.0,72.0,0.0,0,Breakfast,157.0,1
446.0,156.0,0.0,0,Burgers,336.0,2
354.0,147.0,0.0,1,Fries,313.0,4
326.0,124.0,0.0,0,Fries,245.0,4
297.0,179.0,1.0,1,Desserts,408.0,3
264.0,127.0,0.0,1,Desserts,350.0,3
226.0,187.0,1.0,0,Mcnuggets,397.0,5
160.0,136.0,0.0,1,Mcnuggets,276.0,5
226.0,147.0,0.0,1,Beverages,301.0,0
476.0,91.0,0.0,0,Burgers,201.0,2
229.0,132.0,0.0,0,Fries,260.0,4
328.0,110.0,0.0,0,Breakfast,284.0,1
423.0,183.0,0.0,1,Burgers,426.0,2
278.0,160.0,1.0,0,Burgers,451.0,2
208.0,150.0,1.0,0,Mcnuggets,347.0,5
366.0,152.0,1.0,0,Fries,358.0,4
401.0,215.0,1.0,1,Desserts,523.0,3
387.0,93.0,0.0,0,Desserts,188.0,3
313.0,110.0,0.0,0,Fries,219.0,4
480.0,164.0,1.0,0,Fries,374.0,4
382.0,172.0,0.0,1,Burgers,323.0,2
366.0,143.0,0.0,0,Beverages,304.0,0
278.0,126.0,0.0,0,Beverages,266.0,0
319.0,117.0,0.0,0,Burgers,287.0,2
191.0,178.0,1.0,0,Beverages,333.0,0
202.0,133.0,0.0,0,Fries,253.0,4
234.0,155.0,0.0,1,Fries,362.0,4
426.0,96.0,0.0,0,Beverages,128.0,0
337.0,186.0,1.0,0,Burgers,413.0,2
252.0,136.0,0.0,0,Burgers,261.0,2
222.0,141.0,0.0,0,Mcnuggets,330.0,5
497.0,138.0,0.0,1,Desserts,341.0,3
479.0,187.0,0.0,1,Burgers,333.0,2
230.0,177.0,1.0,1,Breakfast,362.0,1
356.0,175.0,1.0,0,Desserts,255.0,3
245.0,123.0,0.0,0,Fries,272.0,4
303.0,143.0,0.0,1,Beverages,297.0,0
301.0,120.0,0.0,0,Mcnuggets,268.0,5
212.0,73.0,0.0,0,Breakfast,101.0,1
415.0,176.0,1.0,1,Desserts,376.0,3
179.0,149.0,0.0,0,Burgers,295.0,2
287.0,123.0,0.0,0,Fries,247.0,4
372.0,114.0,0.0,0,Desserts,254.0,3
183.0,150.0,0.0,1,Burgers,317.0,2
151.0,97.0,0.0,0,Fries,161.0,4
188.0,146.0,0.0,0,Fries,315.0,4
282.0,108.0,0.0,0,Mcnuggets,236.0,5
531.0,211.0,0.0,1,Burgers,460.0,2
357.0,148.0,0.0,1,Beverages,323.0,0
348.0,153.0,1.0,0,Burgers,332.0,2
224.0,105.0,0.0,0,Mcnuggets,229.0,5
184.0,114.0,0.0,0,Burgers,221.0,2
372.0,100.0,0.0,0,Fries,148.0,4
362.0,101.0,0.0,0,Burgers,198.0,2
405.0,186.0,1.0,0,Fries,371.0,4
475.0,160.0,0.0,1,Burgers,382.0,2
371.0,115.0,0.0,0,Desserts,259.0,3
305.0,112.0,0.0,0,Mcnuggets,247.0,5
300.0,175.0,1.0,0,Beverages,400.0,0
367.0,127.0,0.0,1,Fries,226.0,4
360.0,113.0,0.0,0,Mcnuggets,200.0,5
442.0,141.0,0.0,1,Desserts,277.0,3
302.0,134.0,0.0,0,Mcnuggets,269.0,5
420.0,153.0,0.0,0,Beverages,299.0,0
371.0,87.0,0.0,0,Breakfast,123.0,1
266.0,113.0,0.0,0,Fries,162.0,4
266.0,105.0,0.0,0,Fries,244.0,4
369.0,117.0,0.0,0,Desserts,180.0,3
340.0,220.0,1.0,1,Beverages,554.0,0
272.0,152.0,0.0,1,Burgers,301.0,2
433.0,155.0,0.0,1,Mcnuggets,376.0,5
280.0,113.0,0.0,0,Fries,200.0,4
284.0,158.0,0.0,0,Burgers,385.0,2
212.0,118.0,0.0,0,Desserts,277.0,3
222.0,146.0,1.0,0,Burgers,293.0,2
397.0,170.0,0.0,1,Burgers,425.0,2
329.0,135.0,0.0,0,Beverages,285.0,0
428.0,172.0,1.0,1,Fries,391.0,4
318.0,133.0,0.0,1,Breakfast,262.0,1
334.0,122.0,0.0,0,Fries,260.0,4
377.0,163.0,0.0,1,Burgers,411.0,2
258.0,177.0,0.0,0,Burgers,311.0,2
211.0,182.0,1.0,0,Burgers,398.0,2
273.0,132.0,0.0,1,Fries,306.0,4
277.0,160.0,0.0,1,Mcnuggets,338.0,5
204.0,130.0,0.0,0,Mcnuggets,260.0,5
301.0,163.0,1.0,1,Desserts,431.0,3
435.0,147.0,0.0,1,Fries,308.0,4
301.0,166.0,0.0,1,Burgers,315.0,2
150.0,111.0,0.0,0,Mcnuggets,302.0,5
499.0,130.0,0.0,0,Mcnuggets,247.0,5
371.0,133.0,0.0,0,Fries,303.0,4
254.0,145.0,0.0,0,Mcnuggets,241.0,5
304.0,129.0,0.0,0,Beverages,320.0,0
389.0,105.0,0.0,0,Fries,147.0,4
292.0,159.0,1.0,0,Breakfast,361.0,1
209.0,134.0,0.0,0,Burgers,306.0,2
243.0,90.0,0.0,0,Fries,223.0,4
311.0,97.0,0.0,0,Fries,154.0,4
542.0,137.0,0.0,1,Burgers,324.0,2
330.0,187.0,1.0,0,Burgers,457.0,2
378.0,197.0,1.0,1,Mcnuggets,456.0,5
499.0,188.0,0.0,1,Mcnuggets,370.0,5
200.0,125.0,0.0,0,Fries,261.0,4
320.0,156.0,1.0,0,Breakfast,303.0,1
469.0,148.0,0.0,0,Burgers,324.0,2
192.0,189.0,1.0,1,Mcnuggets,489.0,5
441.0,169.0,0.0,1,Fries,352.0,4
517.0,233.0,1.0,1,Mcnuggets,542.0,5
198.0,134.0,0.0,0,Desserts,206.0,3
376.0,144.0,0.0,0,Mcnuggets,268.0,5
361.0,149.0,1.0,0,Desserts,419.0,3
92.0,109.0,0.0,0,Mcnuggets,250.0,5
448.0,119.0,0.0,1,Fries,230.0,4
235.0,117.0,0.0,0,Fries,227.0,4
295.0,141.0,0.0,1,Mcnuggets,307.0,5
259.0,148.0,0.0,0,Desserts,338.0,3
291.0,228.0,1.0,1,Breakfast,493.0,1
382.0,116.0,0.0,0,Burgers,175.0,2
219.0,189.0,1.0,1,Mcnuggets,506.0,5
339.0,128.0,0.0,0,Beverages,221.0,0
313.0,118.0,0.0,0,Fries,216.0,4
244.0,123.0,0.0,0,Beverages,271.0,0
263.0,144.0,0.0,1,Desserts,340.0,3
432.0,108.0,0.0,0,Breakfast,245.0,1
290.0,160.0,1.0,0,Desserts,299.0,3
414.0,125.0,0.0,0,Mcnuggets,254.0,5
243.0,154.0,0.0,0,Mcnuggets,321.0,5
268.0,143.0,0.0,0,Mcnuggets,304.0,5
254.0,94.0,0.0,0,Mcnuggets,153.0,5
305.0,162.0,0.0,1,Beverages,320.0,0
258.0,182.0,1.0,0,Fries,354.0,4
405.0,222.0,1.0,1,Mcnuggets,516.0,5
244.0,141.0,0.0,0,Breakfast,146.0,1
206.0,161.0,1.0,0,Fries,388.0,4
179.0,128.0,0.0,0,Fries,304.0,4
236.0,117.0,0.0,0,Fries,295.0,4
321.0,213.0,1.0,1,Burgers,465.0,2
301.0,139.0,0.0,1,Breakfast,263.0,1
332.0,178.0,1.0,0,Burgers,358.0,2
431.0,188.0,0.0,1,Burgers,380.0,2
396.0,125.0,0.0,0,Desserts,314.0,3
169.0,148.0,1.0,0,Beverages,388.0,0
361.0,111.0,0.0,0,Fries,201.0,4
285.0,150.0,1.0,0,Fries,416.0,4
442.0,102.0,0.0,0,Breakfast,170.0,1
369.0,128.0,1.0,0,Desserts,268.0,3
332.0,140.0,0.0,1,Breakfast,278.0,1
390.0,131.0,0.0,0,Fries,303.0,4
376.0,139.0,0.0,0,Fries,271.0,4
171.0,181.0,1.0,0,Beverages,452.0,0
244.0,159.0,1.0,0,Burgers,255.0,2
230.0,145.0,1.0,0,Mcnuggets,343.0,5
244.0,146.0,1.0,0,Desserts,310.0,3
313.0,126.0,0.0,0,Burgers,181.0,2
356.0,136.0,0.0,0,Burgers,296.0,2
413.0,193.0,1.0,0,Beverages,499.0,0
259.0,131.0,0.0,0,Burgers,260.0,2
202.0,104.0,0.0,0,Breakfast,196.0,1
351.0,155.0,1.0,0,Breakfast,393.0,1
312.0,93.0,0.0,0,Desserts,180.0,3
394.0,135.0,1.0,0,Desserts,276.0,3
472.0,144.0,0.0,0,Mcnuggets,267.0,5
199.0,162.0,0.0,1,Beverages,329.0,0
228.0,93.0,0.0,0,Desserts,227.0,3
281.0,154.0,0.0,1,Fries,385.0,4
278.0,127.0,0.0,0,Desserts,290.0,3
397.0,169.0,0.0,1,Mcnuggets,385.0,5
320.0,183.0,1.0,1,Fries,345.0,4
261.0,155.0,1.0,0,Fries,339.0,4
429.0,80.0,0.0,0,Beverages,135.0,0
215.0,138.0,1.0,0,Burgers,364.0,2
384.0,156.0,0.0,1,Mcnuggets,410.0,5
393.0,173.0,0.0,1,Mcnuggets,385.0,5
236.0,91.0,0.0,0,Desserts,193.0,3
201.0,113.0,1.0,0,Desserts,235.0,3
257.0,153.0,0.0,0,Fries,327.0,4
289.0,174.0,1.0,0,Beverages,412.0,0
253.0,198.0,1.0,1,Burgers,426.0,2
329.0,109.0,0.0,1,Breakfast,231.0,1
295.0,132.0,0.0,1,Mcnuggets,262.0,5
275.0,109.0,0.0,0,Burgers,204.0,2
251.0,140.0,0.0,0,Fries,287.0,4
349.0,132.0,0.0,0,Burgers,201.0,2
209.0,141.0,0.0,0,Burgers,309.0,2
379.0,117.0,0.0,1,Beverages,250.0,0
416.0,121.0,0.0,0,Desserts,219.0,3
219.0,145.0,0.0,1,Fries,338.0,4
242.0,104.0,0.0,0,Breakfast,271.0,1
532.0,85.0,0.0,0,Desserts,187.0,3
296.0,85.0,0.0,0,Breakfast,173.0,1
221.0,99.0,0.0,0,Breakfast,229.0,1
267.0,188.0,0.0,1,Burgers,408.0,2
196.0,108.0,0.0,0,Fries,212.0,4
348.0,100.0,0.0,0,Breakfast,207.0,1
174.0,215.0,1.0,1,Burgers,514.0,2
229.0,167.0,0.0,1,Burgers,420.0,2
418.0,145.0,0.0,0,Burgers,378.0,2
369.0,106.0,0.0,0,Mcnuggets,280.0,5
241.0,152.0,0.0,0,Mcnuggets,268.0,5
297.0,141.0,0.0,0,Burgers,317.0,2
311.0,187.0,1.0,0,Fries,412.0,4
397.0,139.0,0.0,0,Beverages,206.0,0
371.0,80.0,0.0,0,Burgers,197.0,2
339.0,158.0,1.0,0,Burgers,350.0,2
401.0,160.0,0.0,0,Beverages,417.0,0
600.0,80.0,0.0,0,Breakfast,168.0,1
602.0,118.0,0.0,0,Fries,293.0,4
136.0,152.0,1.0,0,Burgers,367.0,2
315.0,165.0,0.0,1,Breakfast,376.0,1
399.0,134.0,,0,Desserts,292.0,3
229.0,133.0,0.0,0,Burgers,293.0,2
322.0,149.0,0.0,1,Beverages,318.0,0
339.0,158.0,1.0,0,Mcnuggets,360.0,5
430.0,147.0,0.0,0,Burgers,279.0,2
316.0,128.0,0.0,0,Mcnuggets,290.0,5
230.0,116.0,0.0,0,Mcnuggets,300.0,5
301.0,117.0,0.0,0,Fries,235.0,4
502.0,153.0,0.0,1,Burgers,364.0,2
285.0,159.0,1.0,0,Breakfast,393.0,1
281.0,178.0,0.0,0,Mcnuggets,385.0,5
341.0,136.0,0.0,0,Burgers,297.0,2
391.0,135.0,0.0,0,Burgers,298.0,2
324.0,132.0,0.0,0,Beverages,269.0,0
434.0,104.0,0.0,0,Fries,227.0,4
148.0,96.0,0.0,0,Beverages,175.0,0
283.0,162.0,0.0,1,Breakfast,266.0,1
301.0,135.0,0.0,0,Beverages,297.0,0
466.0,206.0,1.0,1,Fries,435.0,4
519.0,98.0,0.0,0,Fries,170.0,4
371.0,119.0,0.0,0,Mcnuggets,234.0,5
355.0,131.0,0.0,0,Breakfast,274.0,1
408.0,123.0,0.0,1,Desserts,224.0,3
239.0,133.0,0.0,0,Beverages,241.0,0
241.0,117.0,0.0,0,Desserts,199.0,3
414.0,167.0,1.0,0,Beverages,445.0,0
221.0,174.0,1.0,1,Fries,460.0,4
334.0,149.0,0.0,1,Beverages,328.0,0
464.0,203.0,1.0,1,Beverages,455.0,0
238.0,142.0,0.0,0,Fries,316.0,4
371.0,174.0,0.0,1,Mcnuggets,364.0,5
210.0,97.0,0.0,0,Breakfast,236.0,1
229.0,134.0,0.0,0,Mcnuggets,251.0,5
283.0,139.0,0.0,1,Breakfast,308.0,1
242.0,72.0,0.0,0,Desserts,192.0,3
344.0,185.0,0.0,1,Fries,351.0,4
303.0,126.0,0.0,0,Burgers,231.0,2
318.0,143.0,1.0,0,Desserts,301.0,3
247.0,98.0,0.0,0,Breakfast,192.0,1
271.0,153.0,0.0,1,Fries,344.0,4
177.0,166.0,1.0,0,Beverages,299.0,0
224.0,187.0,1.0,0,Desserts,438.0,3
196.0,123.0,0.0,0,Breakfast,251.0,1
320.0,175.0,0.0,1,Burgers,386.0,2
273.0,127.0,1.0,0,Mcnuggets,333.0,5
234.0,143.0,0.0,0,Beverages,357.0,0
350.0,153.0,0.0,1,Mcnuggets,391.0,5
381.0,157.0,0.0,1,Fries,254.0,4
385.0,122.0,0.0,0,Breakfast,229.0,1
376.0,98.0,0.0,0,Burgers,237.0,2
212.0,173.0,0.0,1,Mcnuggets,319.0,5
194.0,99.0,0.0,0,Mcnuggets,210.0,5
381.0,105.0,0.0,0,Breakfast,195.0,1
292.0,155.0,0.0,0,Desserts,338.0,3
183.0,134.0,0.0,0,Beverages,283.0,0
191.0,126.0,0.0,0,Burgers,234.0,2
245.0,141.0,0.0,0,Desserts,328.0,3
387.0,109.0,0.0,0,Breakfast,123.0,1
257.0,80.0,0.0,0,Fries,183.0,4
94.0,141.0,0.0,0,Mcnuggets,286.0,5
316.0,126.0,0.0,0,Mcnuggets,252.0,5
203.0,89.0,0.0,0,Desserts,162.0,3
475.0,201.0,1.0,0,Burgers,488.0,2
314.0,130.0,0.0,0,Burgers,258.0,2
311.0,135.0,0.0,0,Mcnuggets,232.0,5
144.0,128.0,0.0,0,Fries,244.0,4
274.0,134.0,1.0,0,Fries,316.0,4
518.0,182.0,1.0,0,Breakfast,440.0,1
374.0,117.0,0.0,0,Breakfast,188.0,1
229.0,122.0,0.0,0,Breakfast,315.0,1
415.0,239.0,1.0,1,Burgers,538.0,2
282.0,170.0,1.0,0,Beverages,421.0,0
399.0,84.0,0.0,0,Breakfast,181.0,1
249.0,172.0,1.0,0,Beverages,323.0,0
352.0,114.0,0.0,0,Burgers,201.0,2
288.0,165.0,1.0,0,Beverages,405.0,0
372.0,124.0,0.0,0,Breakfast,138.0,1
266.0,102.0,0.0,0,Desserts,198.0,3
175.0,145.0,0.0,0,Burgers,260.0,2
290.0,123.0,0.0,0,Desserts,241.0,3
301.0,107.0,0.0,0,Beverages,204.0,0
397.0,139.0,0.0,0,Beverages,292.0,0
282.0,89.0,0.0,1,Breakfast,188.0,1
381.0,146.0,1.0,0,Burgers,358.0,2
341.0,107.0,0.0,0,Mcnuggets,183.0,5
400.0,132.0,0.0,0,Desserts,257.0,3
424.0,160.0,0.0,0,Breakfast,388.0,1
239.0,124.0,0.0,0,Burgers,273.0,2
318.0,117.0,0.0,0,Breakfast,193.0,1
212.0,131.0,0.0,0,Mcnuggets,249.0,5
301.0,102.0,0.0,0,Breakfast,133.0,1
322.0,195.0,0.0,1,Mcnuggets,436.0,5
445.0,151.0,0.0,1,Burgers,338.0,2
278.0,117.0,0.0,0,Desserts,181.0,3
349.0,162.0,1.0,0,Desserts,445.0,3
239.0,154.0,0.0,0,Burgers,345.0,2
259.0,151.0,0.0,0,Mcnuggets,304.0,5
253.0,169.0,0.0,0,Burgers,323.0,2
208.0,145.0,0.0,0,Burgers,310.0,2
313.0,172.0,0.0,1,Fries,305.0,4
299.0,130.0,0.0,0,Fries,303.0,4
448.0,141.0,1.0,0,Beverages,359.0,0
371.0,198.0,1.0,0,Mcnuggets,469.0,5
408.0,126.0,0.0,0,Burgers,351.0,2
265.0,170.0,1.0,0,Fries,452.0,4
179.0,134.0,0.0,1,Breakfast,229.0,1
364.0,134.0,0.0,0,Burgers,306.0,2
223.0,148.0,0.0,0,Beverages,349.0,0
153.0,187.0,0.0,0,Burgers,413.0,2
286.0,102.0,0.0,0,Mcnuggets,221.0,5
337.0,170.0,1.0,0,Desserts,373.0,3
431.0,201.0,1.0,0,Desserts,387.0,3
126.0,97.0,0.0,0,Breakfast,107.0,1
335.0,180.0,1.0,0,Burgers,455.0,2
398.0,169.0,1.0,1,Beverages,397.0,0
210.0,140.0,1.0,0,Desserts,259.0,3
293.0,105.0,0.0,0,Beverages,155.0,0
210.0,91.0,0.0,0,Fries,200.0,4
350.0,145.0,0.0,0,Mcnuggets,242.0,5
311.0,124.0,0.0,0,Mcnuggets,275.0,5
408.0,210.0,0.0,1,Beverages,487.0,0
247.0,183.0,1.0,0,Beverages,436.0,0
376.0,74.0,0.0,0,Fries,156.0,4
363.0,182.0,1.0,0,Mcnuggets,402.0,5
404.0,119.0,0.0,0,Beverages,228.0,0
449.0,220.0,1.0,1,Burgers,453.0,2
216.0,189.0,1.0,0,Fries,534.0,4
383.0,124.0,0.0,0,Fries,249.0,4
410.0,124.0,0.0,0,Desserts,222.0,3
426.0,155.0,1.0,0,Desserts,292.0,3
554.0,134.0,0.0,1,Breakfast,280.0,1
434.0,91.0,0.0,0,Desserts,204.0,3
309.0,212.0,1.0,1,Beverages,473.0,0
372.0,117.0,1.0,0,Mcnuggets,329.0,5
312.0,81.0,0.0,0,Fries,166.0,4
271.0,90.0,0.0,0,Desserts,176.0,3
246.0,200.0,0.0,1,Beverages,455.0,0
487.0,126.0,1.0,0,Mcnuggets,314.0,5
284.0,130.0,0.0,0,Fries,229.0,4
445.0,171.0,0.0,1,Desserts,333.0,3
406.0,141.0,1.0,0,Beverages,390.0,0
290.0,99.0,0.0,0,Breakfast,166.0,1
378.0,165.0,0.0,1,Beverages,400.0,0
536.0,214.0,1.0,1,Fries,383.0,4
386.0,122.0,0.0,0,Burgers,234.0,2
334.0,158.0,1.0,0,Mcnuggets,374.0,5
439.0,119.0,0.0,0,Mcnuggets,225.0,5
496.0,149.0,1.0,0,Mcnuggets,416.0,5
377.0,102.0,0.0,0,Breakfast,198.0,1
307.0,170.0,0.0,1,Fries,386.0,4
388.0,139.0,1.0,0,Desserts,406.0,3
346.0,182.0,0.0,1,Burgers,424.0,2
314.0,142.0,0.0,1,Beverages,380.0,0
443.0,177.0,0.0,1,Fries,373.0,4
209.0,121.0,0.0,0,Burgers,276.0,2
267.0,183.0,0.0,1,Burgers,324.0,2
187.0,107.0,0.0,0,Burgers,245.0,2
172.0,174.0,0.0,1,Burgers,421.0,2
358.0,187.0,1.0,0,Burgers,402.0,2
304.0,96.0,0.0,0,Fries,164.0,4
194.0,130.0,0.0,0,Mcnuggets,181.0,5
315.0,187.0,1.0,0,Mcnuggets,465.0,5
214.0,141.0,0.0,1,Desserts,324.0,3
500.0,168.0,1.0,0,Burgers,413.0,2
85.0,123.0,0.0,0,Burgers,258.0,2
408.0,81.0,0.0,0,Desserts,166.0,3
205.0,106.0,0.0,0,Beverages,193.0,0
364.0,158.0,0.0,1,Desserts,330.0,3
300.0,124.0,0.0,1,Fries,195.0,4
382.0,199.0,1.0,1,Breakfast,442.0,1
433.0,156.0,1.0,0,Beverages,368.0,0
222.0,117.0,0.0,0,Mcnuggets,270.0,5
507.0,163.0,0.0,1,Mcnuggets,320.0,5
273.0,124.0,0.0,0,Beverages,239.0,0
328.0,103.0,0.0,0,Fries,155.0,4
292.0,148.0,0.0,0,Mcnuggets,242.0,5
230.0,112.0,0.0,0,Burgers,230.0,2
236.0,167.0,1.0,0,Burgers,408.0,2
163.0,135.0,1.0,0,Breakfast,334.0,1
458.0,134.0,0.0,0,Burgers,302.0,2
320.0,113.0,0.0,0,Fries,201.0,4
352.0,78.0,0.0,0,Fries,193.0,4
246.0,179.0,1.0,0,Burgers,438.0,2
188.0,194.0,1.0,0,Beverages,400.0,0
108.0,148.0,0.0,0,Burgers,249.0,2
160.0,145.0,0.0,1,Mcnuggets,356.0,5
324.0,150.0,0.0,0,Burgers,299.0,2
223.0,121.0,0.0,0,Desserts,240.0,3
389.0,134.0,0.0,0,Burgers,342.0,2
414.0,129.0,0.0,0,Burgers,301.0,2
220.0,140.0,0.0,0,Beverages,254.0,0
258.0,153.0,0.0,0,Fries,323.0,4
325.0,136.0,1.0,0,Breakfast,353.0,1
264.0,177.0,0.0,0,Burgers,483.0,2
233.0,87.0,0.0,0,Burgers,183.0,2
412.0,190.0,1.0,0,Burgers,403.0,2
363.0,87.0,0.0,0,Breakfast,151.0,1
192.0,175.0,1.0,0,Beverages,412.0,0
309.0,139.0,0.0,1,Mcnuggets,271.0,5
370.0,126.0,0.0,0,Burgers,274.0,2
280.0,125.0,0.0,0,Mcnuggets,297.0,5
244.0,109.0,0.0,0,Mcnuggets,200.0,5
243.0,166.0,1.0,0,Beverages,413.0,0
341.0,155.0,1.0,0,Breakfast,317.0,1
321.0,206.0,1.0,1,Mcnuggets,494.0,5
193.0,193.0,0.0,1,Burgers,411.0,2
239.0,160.0,0.0,0,Mcnuggets,312.0,5
533.0,153.0,0.0,1,Breakfast,370.0,1
386.0,134.0,0.0,0,Fries,259.0,4
544.0,90.0,0.0,0,Desserts,143.0,3
196.0,120.0,0.0,0,Desserts,216.0,3
320.0,138.0,0.0,1,Fries,320.0,4
247.0,175.0,1.0,0,Burgers,349.0,2
188.0,156.0,0.0,1,Fries,301.0,4
504.0,155.0,1.0,0,Breakfast,314.0,1
