Date,Day_of_Week,Food_Category,Weather,Is_Holiday,Is_Weekend,Promotion,Average_Price,Previous_Day_Sales,Customers,Sales
2025-08-31,Sunday,Burgers,Cloudy,0,1,0.0,138.04,377.0,163.0,411.0
2028-09-05,Tuesday,Burgers,Hot,0,0,0.0,172.86,258.0,177.0,311.0
2024-05-24,Friday,Burgers,Sunny,0,0,1.0,157.93,211.0,182.0,398.0
2025-06-14,Saturday,Fries,Sunny,0,1,0.0,92.48,273.0,132.0,306.0
2025-12-13,Saturday,McNuggets,Sunny,0,1,0.0,158.24,277.0,160.0,338.0
2029-03-28,Wednesday,McNuggets,Cloudy,0,0,0.0,148.18,204.0,130.0,260.0
2024-11-10,Sunday,Desserts,Cloudy,0,1,1.0,103.49,,163.0,431.0
2027-11-28,Sunday,Fries,Hot,0,1,0.0,64.88,435.0,147.0,308.0
2028-10-14,Saturday,Burgers,Hot,0,1,0.0,135.16,,166.0,315.0
2025-06-24,Tuesday,McNuggets,Rainy,0,0,0.0,120.74,150.0,111.0,302.0
2024-05-31,Friday,McNuggets,Hot,0,0,0.0,135.26,499.0,130.0,247.0
2028-08-25,Friday,Fries,Rainy,1,0,0.0,55.43,371.0,133.0,303.0
2023-04-07,Friday,McNuggets,Sunny,0,0,0.0,91.57,254.0,145.0,241.0
2028-09-18,Monday,Beverages,Sunny,0,0,0.0,46.37,304.0,129.0,320.0
2026-01-28,Wednesday,Fries,Hot,0,0,0.0,89.52,389.0,105.0,147.0
2022-06-07,Tuesday,Breakfast,Sunny,0,0,1.0,112.35,292.0,159.0,361.0
2029-04-12,Thursday,Burgers,Cold,0,0,0.0,139.75,209.0,134.0,306.0
2026-08-03,Monday,Fries,Cold,0,0,0.0,97.45,243.0,90.0,223.0
2023-11-09,Thursday,Fries,Cloudy,0,0,0.0,58.78,311.0,97.0,154.0
2026-10-04,Sunday,Burgers,Cloudy,0,1,0.0,148.91,542.0,137.0,324.0
2028-11-10,Friday,Burgers,Sunny,0,0,1.0,177.24,330.0,187.0,457.0
2022-08-27,Saturday,McNuggets,Rainy,0,1,1.0,129.7,378.0,197.0,456.0
2027-12-19,Sunday,McNuggets,Cloudy,0,1,0.0,141.37,499.0,188.0,370.0
2026-05-22,Friday,Fries,Cold,0,0,0.0,91.37,200.0,125.0,261.0
2027-08-03,Tuesday,Breakfast,Hot,0,0,1.0,110.21,320.0,156.0,303.0
2022-04-11,Monday,Burgers,Sunny,0,0,0.0,156.11,469.0,148.0,324.0
2022-11-12,Saturday,McNuggets,Rainy,0,1,1.0,97.99,192.0,189.0,489.0
2028-01-16,Sunday,Fries,Hot,0,1,0.0,97.72,441.0,169.0,352.0
2027-09-19,Sunday,McNuggets,Sunny,0,1,1.0,134.8,517.0,233.0,542.0
2026-01-08,Thursday,Desserts,Cold,0,0,0.0,105.89,198.0,134.0,206.0
2024-07-31,Wednesday,McNuggets,Sunny,0,0,0.0,90.97,376.0,144.0,268.0
2022-09-19,Monday,Desserts,Cloudy,0,0,1.0,85.49,361.0,149.0,419.0
2027-02-05,Friday,McNuggets,Hot,0,0,0.0,117.16,92.0,109.0,250.0
2026-08-30,Sunday,Fries,Rainy,0,1,0.0,64.12,448.0,119.0,230.0
2022-07-15,Friday,Fries,Cloudy,0,0,0.0,60.13,235.0,117.0,227.0
2027-01-10,Sunday,McNuggets,Sunny,0,1,0.0,167.31,295.0,141.0,307.0
2024-11-14,Thursday,Desserts,Hot,0,0,0.0,103.0,259.0,148.0,338.0
2029-09-01,Saturday,Breakfast,Sunny,0,1,1.0,82.4,291.0,228.0,493.0
2022-06-29,Wednesday,Burgers,Rainy,0,0,0.0,110.46,382.0,116.0,175.0
2028-06-03,Saturday,McNuggets,Cloudy,0,1,1.0,166.13,219.0,189.0,506.0
2026-01-07,Wednesday,Beverages,Sunny,0,0,0.0,64.83,339.0,128.0,221.0
2024-05-21,Tuesday,Fries,Sunny,0,0,0.0,83.43,313.0,118.0,216.0
2022-12-07,Wednesday,Beverages,Cold,0,0,0.0,82.07,244.0,123.0,271.0
2027-03-28,Sunday,Desserts,Cloudy,0,1,0.0,64.17,263.0,144.0,340.0
2025-04-28,Monday,Breakfast,Sunny,0,0,0.0,109.93,432.0,108.0,245.0
2024-01-19,Friday,Desserts,Cloudy,0,0,1.0,52.52,290.0,160.0,299.0
2026-03-18,Wednesday,McNuggets,Rainy,0,0,0.0,97.23,414.0,125.0,254.0
2023-10-25,Wednesday,McNuggets,Sunny,1,0,0.0,111.0,243.0,154.0,321.0
2023-04-26,Wednesday,McNuggets,Sunny,0,0,0.0,98.98,268.0,143.0,304.0
2024-03-14,Thursday,McNuggets,Cold,0,0,0.0,144.06,254.0,94.0,153.0
2027-12-05,Sunday,Beverages,Sunny,0,1,0.0,63.1,305.0,162.0,320.0
2027-01-14,Thursday,Fries,Sunny,0,0,1.0,-20.0,258.0,182.0,354.0
2028-11-02,Thursday,Desserts,Cold,0,0,0.0,77.9,333.0,83.0,
2028-09-30,Saturday,McNuggets,Sunny,0,1,1.0,143.77,405.0,222.0,516.0
2023-07-04,Tuesday,Breakfast,Rainy,0,0,0.0,136.81,244.0,-5.0,146.0
2025-09-02,Tuesday,Fries,Cloudy,0,0,1.0,61.96,206.0,161.0,388.0
2024-02-23,Friday,Fries,Hot,0,0,0.0,106.58,179.0,128.0,304.0
2029-07-04,Wednesday,Fries,Rainy,0,0,0.0,79.09,236.0,117.0,295.0
2027-05-02,Sunday,Burgers,Hot,0,1,1.0,184.33,321.0,213.0,465.0
2024-01-13,Saturday,Breakfast,Hot,0,1,0.0,129.63,301.0,139.0,263.0
2028-12-21,Thursday,Burgers,Sunny,0,0,1.0,150.74,332.0,178.0,358.0
2026-10-31,Saturday,Burgers,Cloudy,0,1,0.0,173.62,431.0,188.0,380.0
2025-09-12,Friday,Desserts,Hot,0,0,0.0,90.48,396.0,125.0,314.0
2029-03-13,Tuesday,Beverages,Cloudy,0,0,0.0,63.86,437.0,151.0,986.0
2027-05-28,Friday,Beverages,Rainy,0,0,1.0,81.76,169.0,148.0,388.0
2025-10-06,Monday,Fries,Cloudy,0,0,0.0,109.86,361.0,111.0,201.0
2027-11-18,Thursday,Fries,Cold,0,0,1.0,74.07,285.0,150.0,416.0
2024-11-19,Tuesday,Breakfast,Rainy,0,0,0.0,98.69,442.0,102.0,170.0
2022-09-05,Monday,Desserts,Cloudy,0,0,1.0,81.52,369.0,128.0,268.0
2029-04-08,Sunday,Breakfast,Sunny,0,1,0.0,132.28,332.0,140.0,278.0
2029-05-07,Monday,Fries,Sunny,0,0,0.0,69.91,390.0,131.0,303.0
2029-07-16,Monday,Fries,Hot,0,0,0.0,66.86,376.0,139.0,271.0
2023-09-19,Tuesday,Beverages,Sunny,0,0,1.0,77.74,171.0,181.0,452.0
2022-12-14,Wednesday,Burgers,Sunny,0,0,1.0,179.11,244.0,159.0,255.0
2022-10-06,Thursday,McNuggets,Cloudy,0,0,1.0,91.9,230.0,145.0,343.0
2027-01-19,Tuesday,Desserts,Sunny,0,0,1.0,59.02,244.0,146.0,310.0
2028-04-27,Thursday,Burgers,Cold,0,0,0.0,166.68,313.0,126.0,181.0
2023-10-18,Wednesday,Burgers,Sunny,0,0,0.0,155.02,356.0,136.0,296.0
2026-06-01,Monday,Beverages,Cloudy,0,0,1.0,52.7,413.0,193.0,499.0
2024-06-19,Wednesday,Burgers,Cloudy,0,0,0.0,111.85,259.0,131.0,260.0
2029-04-11,Wednesday,Breakfast,Hot,0,0,0.0,139.91,202.0,104.0,196.0
2029-03-05,Monday,Breakfast,Sunny,0,0,1.0,108.62,351.0,155.0,393.0
2024-11-27,Wednesday,Desserts,Sunny,0,0,0.0,52.64,312.0,93.0,180.0
2029-05-25,Friday,Desserts,Cloudy,0,0,1.0,84.69,394.0,135.0,276.0
2024-09-06,Friday,McNuggets,Cloudy,0,0,0.0,140.74,472.0,144.0,267.0
2029-06-16,Saturday,Beverages,Sunny,0,1,0.0,76.47,199.0,162.0,329.0
2023-03-22,Wednesday,Desserts,Rainy,0,0,0.0,53.12,228.0,93.0,227.0
2023-09-10,Sunday,Fries,Hot,0,1,0.0,106.63,281.0,154.0,385.0
2026-10-23,Friday,Desserts,Sunny,0,0,0.0,62.79,278.0,127.0,290.0
2025-01-19,Sunday,McNuggets,Rainy,0,1,0.0,97.54,397.0,169.0,385.0
2026-08-22,Saturday,Fries,Cloudy,0,1,1.0,103.55,320.0,183.0,345.0
2025-03-19,Wednesday,Fries,Cloudy,0,0,1.0,68.33,261.0,155.0,339.0
2027-11-19,Friday,Beverages,Rainy,0,0,0.0,92.43,429.0,80.0,135.0
2024-04-24,Wednesday,Burgers,Sunny,0,0,1.0,119.23,215.0,138.0,364.0
2029-01-28,Sunday,McNuggets,Cloudy,0,1,0.0,141.16,384.0,156.0,410.0
2023-07-02,Sunday,McNuggets,Cloudy,0,1,0.0,92.68,393.0,173.0,385.0
2027-09-10,Friday,Desserts,Cloudy,0,0,0.0,59.19,236.0,91.0,193.0
2028-06-02,Friday,Desserts,Cold,0,0,1.0,75.42,201.0,113.0,235.0
2030-03-13,Wednesday,Fries,Cloudy,0,0,0.0,57.08,257.0,153.0,327.0
2022-09-21,Wednesday,Beverages,Sunny,0,0,1.0,79.83,289.0,174.0,412.0
2025-07-19,Saturday,Burgers,Sunny,0,1,1.0,188.26,253.0,198.0,426.0
2028-07-09,Sunday,Breakfast,Cloudy,0,1,0.0,122.88,329.0,109.0,231.0
2027-02-20,Saturday,McNuggets,Rainy,0,1,0.0,125.98,295.0,132.0,262.0
2022-12-20,Tuesday,Burgers,Cloudy,0,0,0.0,126.13,275.0,109.0,204.0
2024-07-18,Thursday,Fries,Sunny,0,0,0.0,104.14,251.0,140.0,287.0
2022-07-28,Thursday,Burgers,Cloudy,0,0,0.0,173.35,349.0,132.0,201.0
2023-09-06,Wednesday,Burgers,Hot,0,0,0.0,118.35,209.0,,309.0
2025-04-26,Saturday,Beverages,Rainy,0,1,0.0,63.22,379.0,117.0,250.0
2024-09-25,Wednesday,Desserts,Cloudy,0,0,0.0,77.82,416.0,121.0,219.0
2026-04-04,Saturday,Fries,Cloudy,0,1,0.0,96.25,219.0,145.0,338.0
2030-01-29,Tuesday,Breakfast,Sunny,0,0,0.0,139.54,242.0,104.0,271.0
2029-08-20,Monday,Desserts,Cold,0,0,0.0,80.09,532.0,85.0,187.0
2026-12-17,Thursday,Breakfast,Hot,0,0,0.0,123.03,296.0,85.0,173.0
2026-04-08,Wednesday,Breakfast,Cold,0,0,0.0,91.68,221.0,99.0,229.0
2022-02-27,Sunday,Burgers,Sunny,0,1,0.0,128.27,267.0,188.0,408.0
2025-04-03,Thursday,Fries,Rainy,0,0,0.0,64.38,196.0,108.0,212.0
2024-03-22,Friday,Breakfast,Cloudy,0,0,0.0,127.98,348.0,100.0,207.0
2028-01-29,Saturday,Burgers,Sunny,0,1,1.0,145.3,174.0,215.0,514.0
2023-07-16,Sunday,Burgers,Hot,0,1,0.0,115.78,229.0,167.0,420.0
2029-06-12,Tuesday,Burgers,Sunny,0,0,0.0,134.91,418.0,145.0,378.0
2022-08-18,Thursday,McNuggets,Sunny,0,0,0.0,148.95,369.0,106.0,280.0
2028-12-15,Friday,McNuggets,Sunny,1,0,0.0,156.62,241.0,152.0,268.0
2026-11-16,Monday,Burgers,Sunny,0,0,0.0,186.72,297.0,141.0,317.0
2024-07-29,Monday,Fries,Hot,0,0,1.0,106.62,311.0,187.0,412.0
2023-06-23,Friday,Beverages,Rainy,0,0,0.0,46.86,397.0,139.0,206.0
2025-07-07,Monday,Burgers,Sunny,0,0,0.0,176.31,371.0,80.0,197.0
2025-01-21,Tuesday,Burgers,Cold,0,0,1.0,118.2,339.0,158.0,350.0
2029-10-01,Monday,Beverages,cloudy,1,0,0.0,69.97,401.0,160.0,417.0
2024-12-16,Monday,Breakfast,Rainy,0,0,0.0,111.19,600.0,80.0,168.0
2028-10-16,Monday,Fries,Hot,0,0,0.0,88.19,602.0,118.0,293.0
2025-07-02,Wednesday,Burgers,Sunny,0,0,1.0,138.84,136.0,152.0,367.0
2023-12-09,Saturday,Breakfast,Sunny,0,1,0.0,101.56,315.0,165.0,376.0
2023-03-01,Wednesday,Burgers,Hot,0,0,0.0,185.93,301.0,174.0,
2022-03-11,Friday,Desserts,Rainy,0,0,,59.23,399.0,134.0,292.0
2025-07-10,Thursday,Burgers,Hot,0,0,0.0,144.23,229.0,133.0,293.0
2028-11-18,Saturday,Beverages,Rainy,0,1,0.0,65.99,322.0,149.0,318.0
2023-10-10,Tuesday,McNuggets,Cloudy,0,0,1.0,132.46,339.0,158.0,360.0
2026-10-13,Tuesday,Burgers,Sunny,0,0,0.0,180.17,430.0,147.0,279.0
2025-09-05,Friday,McNuggets,,0,0,0.0,146.38,316.0,128.0,290.0
2029-02-21,Wednesday,McNuggets,Cloudy,0,0,0.0,92.67,230.0,116.0,300.0
2025-05-16,Friday,Fries,Rainy,0,0,0.0,73.18,,117.0,235.0
2029-05-06,Sunday,Burgers,Cold,0,1,0.0,150.2,502.0,153.0,364.0
2025-01-15,Wednesday,Breakfast,Rainy,1,0,1.0,88.4,285.0,159.0,393.0
2024-10-02,Wednesday,McNuggets,Sunny,0,0,0.0,159.26,281.0,178.0,385.0
2023-09-13,Wednesday,Burgers,Rainy,0,0,0.0,145.37,341.0,136.0,297.0
2026-12-03,Thursday,Burgers,Hot,0,0,0.0,137.9,391.0,135.0,298.0
2025-12-02,Tuesday,Beverages,Cloudy,0,0,0.0,49.56,324.0,132.0,269.0
2027-05-06,Thursday,Fries,Sunny,0,0,0.0,97.44,434.0,104.0,227.0
2024-12-11,Wednesday,Beverages,Rainy,0,0,0.0,60.08,148.0,96.0,175.0
2026-04-12,Sunday,Breakfast,Hot,0,1,0.0,76.37,283.0,162.0,266.0
2024-08-27,Tuesday,Beverages,Cloudy,0,0,0.0,52.47,301.0,135.0,297.0
2027-06-27,Sunday,Fries,Cloudy,0,1,1.0,72.31,466.0,206.0,435.0
2029-05-21,Monday,Fries,Cloudy,0,0,0.0,105.99,519.0,98.0,170.0
2025-12-17,Wednesday,McNuggets,Sunny,0,0,0.0,121.54,371.0,119.0,234.0
2022-10-07,Friday,Breakfast,,0,0,0.0,75.59,355.0,131.0,274.0
2030-02-16,Saturday,Desserts,Cold,0,1,0.0,68.04,408.0,123.0,224.0
2026-08-31,Monday,Beverages,Rainy,0,0,0.0,99.01,239.0,133.0,241.0
2029-09-21,Friday,Desserts,Hot,0,0,0.0,114.55,241.0,117.0,199.0
2024-09-05,Thursday,Beverages,Sunny,0,0,1.0,97.28,414.0,167.0,445.0
2029-09-22,Saturday,Fries,Cloudy,0,1,1.0,91.12,221.0,174.0,460.0
2023-07-08,Saturday,Beverages,Cloudy,0,1,0.0,80.06,334.0,149.0,328.0
2024-04-14,Sunday,Beverages,Cloudy,0,1,1.0,51.54,464.0,203.0,455.0
2023-10-20,Friday,Fries,Cloudy,0,0,0.0,65.76,238.0,142.0,316.0
2023-08-20,Sunday,McNuggets,Sunny,0,1,0.0,129.82,371.0,174.0,364.0
2029-11-29,Thursday,Breakfast,Cloudy,0,0,0.0,97.86,210.0,97.0,236.0
2024-03-13,Wednesday,McNuggets,Hot,0,0,0.0,100.47,229.0,134.0,251.0
2027-12-04,Saturday,Breakfast,,0,1,0.0,123.33,283.0,139.0,308.0
2022-04-19,Tuesday,Fries,Rainy,0,0,0.0,67.25,159.0,97.0,214.0
2029-06-29,Friday,Desserts,Rainy,0,0,0.0,93.64,242.0,72.0,192.0
2029-07-15,Sunday,Fries,Sunny,0,1,0.0,95.52,344.0,185.0,351.0
2023-03-17,Friday,Burgers,Cloudy,0,0,0.0,123.69,303.0,126.0,231.0
2023-05-24,Wednesday,Desserts,Hot,0,0,1.0,70.17,318.0,143.0,301.0
2022-03-18,Friday,Breakfast,Cold,0,0,0.0,124.89,247.0,98.0,192.0
2027-05-22,Saturday,Fries,Rainy,0,1,0.0,86.73,271.0,153.0,344.0
2023-10-12,Thursday,Beverages,Cold,0,0,1.0,56.03,177.0,166.0,299.0
2023-06-07,Wednesday,Desserts,Sunny,0,0,1.0,115.74,224.0,187.0,438.0
2028-01-20,Thursday,Breakfast,Cold,0,0,0.0,79.91,196.0,123.0,251.0
2026-04-26,Sunday,Burgers,Cloudy,0,1,0.0,188.12,320.0,175.0,386.0
2028-11-24,Friday,McNuggets,Rainy,0,0,1.0,158.37,273.0,127.0,333.0
2023-10-17,Tuesday,Beverages,Sunny,0,0,0.0,73.57,234.0,143.0,357.0
2029-04-21,Saturday,McNuggets,Hot,0,1,0.0,156.64,350.0,153.0,391.0
2026-05-16,Saturday,Fries,Hot,0,1,0.0,85.13,381.0,157.0,254.0
2025-05-27,Tuesday,Breakfast,Hot,0,0,0.0,103.29,385.0,122.0,229.0
2026-09-07,Monday,Burgers,Cloudy,0,0,0.0,154.4,376.0,98.0,237.0
2023-09-23,Saturday,McNuggets,Hot,0,1,0.0,102.66,212.0,173.0,319.0
2027-02-03,Wednesday,McNuggets,Cold,0,0,0.0,138.49,194.0,99.0,210.0
2026-04-14,Tuesday,Breakfast,Sunny,0,0,0.0,73.26,381.0,105.0,195.0
2024-10-15,Tuesday,Desserts,Sunny,1,0,0.0,57.06,292.0,155.0,338.0
2023-04-28,Friday,Beverages,Sunny,0,0,0.0,78.78,183.0,134.0,283.0
2027-06-15,Tuesday,Burgers,Rainy,0,0,0.0,159.17,191.0,126.0,234.0
2029-06-26,Tuesday,Desserts,Cloudy,0,0,0.0,83.27,245.0,,328.0
2029-02-08,Thursday,Breakfast,Cloudy,0,0,0.0,125.79,387.0,109.0,123.0
2025-02-07,Friday,Fries,Rainy,0,0,0.0,80.32,257.0,80.0,183.0
2023-03-15,Wednesday,McNuggets,Cold,0,0,0.0,90.07,94.0,141.0,286.0
2026-11-12,Thursday,McNuggets,Sunny,0,0,0.0,114.08,316.0,126.0,252.0
2027-03-05,Friday,Desserts,Rainy,0,0,0.0,55.59,203.0,89.0,162.0
2026-05-18,Monday,Burgers,Cloudy,0,0,1.0,117.29,475.0,201.0,488.0
2024-05-06,Monday,Burgers,Cloudy,0,0,0.0,116.28,314.0,130.0,258.0
2027-12-07,Tuesday,McNuggets,Sunny,0,0,0.0,94.93,311.0,135.0,232.0
2022-06-16,Thursday,Fries,Cold,0,0,0.0,101.97,144.0,128.0,244.0
2022-03-01,Tuesday,Fries,Cold,0,0,1.0,66.06,274.0,134.0,316.0
2023-09-04,Monday,Breakfast, rainy,0,0,1.0,87.24,518.0,182.0,440.0
2023-06-15,Thursday,Breakfast,Sunny,0,0,0.0,75.48,374.0,117.0,188.0
2026-11-02,Monday,Breakfast,Hot,0,0,0.0,111.13,229.0,122.0,315.0
2022-02-19,Saturday,Burgers,Sunny,0,1,1.0,151.34,415.0,239.0,538.0
2026-11-13,Friday,Beverages,Cloudy,0,0,1.0,86.19,282.0,170.0,421.0
2026-01-16,Friday,Breakfast,Cloudy,0,0,0.0,90.63,399.0,84.0,181.0
2024-05-08,Wednesday,Beverages,Cloudy,0,0,1.0,63.26,249.0,172.0,323.0
2026-10-16,Friday,Burgers,Hot,0,0,0.0,111.23,352.0,114.0,201.0
2022-02-18,Friday,Beverages,Cloudy,0,0,1.0,97.42,288.0,165.0,405.0
2023-12-21,Thursday,Breakfast,Sunny,0,0,0.0,120.29,372.0,124.0,138.0
2025-11-28,Friday,Desserts,Sunny,0,0,0.0,108.71,266.0,102.0,198.0
2025-08-19,Tuesday,Burgers,Sunny,0,0,0.0,143.13,175.0,145.0,260.0
2028-03-24,Friday,Desserts,Cloudy,0,0,0.0,59.71,290.0,123.0,241.0
2025-04-22,Tuesday,Beverages,Cloudy,0,0,0.0,54.2,301.0,107.0,204.0
2023-09-25,Monday,Beverages,Cloudy,0,0,0.0,50.81,397.0,139.0,292.0
2025-09-06,Saturday,Breakfast,Rainy,0,1,0.0,133.36,282.0,89.0,188.0
2027-11-25,Thursday,Burgers,Rainy,0,0,1.0,176.56,381.0,146.0,358.0
2027-11-05,Friday,McNuggets,Cold,0,0,0.0,135.06,341.0,107.0,183.0
2025-08-27,Wednesday,Desserts,Cloudy,0,0,0.0,61.65,400.0,132.0,257.0
2022-01-26,Wednesday,Breakfast,Cloudy,1,0,0.0,96.74,424.0,160.0,388.0
2027-02-11,Thursday,Burgers,Sunny,0,0,0.0,170.28,239.0,124.0,273.0
2022-08-08,Monday,Breakfast,Hot,0,0,0.0,78.92,318.0,117.0,193.0
2028-05-02,Tuesday,McNuggets,Cold,0,0,0.0,166.13,212.0,131.0,249.0
2022-10-04,Tuesday,Breakfast,Hot,0,0,0.0,90.32,301.0,102.0,133.0
2027-12-25,Saturday,McNuggets,Hot,1,1,0.0,143.7,322.0,195.0,436.0
2025-09-21,Sunday,McNuggets,Sunny,0,1,1.0,140.7,251.0,212.0,578.0
2026-09-13,Sunday,Burgers,Rainy,0,1,0.0,132.81,445.0,151.0,338.0
2029-12-05,Wednesday,Desserts,Sunny,0,0,0.0,70.71,278.0,117.0,181.0
2024-11-18,Monday,Desserts,Hot,0,0,1.0,113.26,349.0,162.0,445.0
2027-12-08,Wednesday,Burgers,Sunny,0,0,0.0,126.7,239.0,154.0,345.0
2022-12-28,Wednesday,McNuggets,Sunny,0,0,0.0,156.42,259.0,151.0,304.0
2027-10-13,Wednesday,Burgers,Hot,0,0,0.0,126.76,253.0,169.0,323.0
2026-05-20,Wednesday,Burgers,Sunny,0,0,0.0,125.5,208.0,145.0,310.0
2026-09-27,Sunday,Fries,Sunny,0,1,0.0,75.03,313.0,172.0,305.0
2028-06-20,Tuesday,Fries,Cloudy,0,0,0.0,96.72,299.0,130.0,303.0
2027-11-15,Monday,Beverages,Cloudy,0,0,1.0,46.11,448.0,141.0,359.0
2027-03-12,Friday,McNuggets,Sunny,0,0,1.0,95.29,371.0,198.0,469.0
2025-03-07,Friday,Burgers,Sunny,0,0,0.0,159.29,408.0,126.0,351.0
2027-03-23,Tuesday,Fries,Sunny,0,0,1.0,77.8,265.0,170.0,452.0
2026-01-17,Saturday,Breakfast,Cloudy,0,1,0.0,73.5,179.0,134.0,229.0
2029-04-16,Monday,Burgers,Hot,0,0,0.0,160.37,364.0,134.0,306.0
2026-03-13,Friday,beverages,Sunny,0,0,0.0,166.25,223.0,148.0,349.0
2022-10-25,Tuesday,Burgers,Sunny,1,0,0.0,174.11,153.0,187.0,413.0
2025-05-19,Monday,McNuggets,Sunny,0,0,0.0,153.97,286.0,102.0,221.0
2024-07-26,Friday,Desserts,Sunny,0,0,1.0,97.4,337.0,170.0,373.0
2022-08-29,Monday,Desserts,Cloudy,0,0,1.0,73.43,431.0,201.0,387.0
2026-10-08,Thursday,Breakfast,Sunny,0,0,0.0,124.4,126.0,97.0,107.0
2024-08-16,Friday,Burgers,Sunny,0,0,1.0,163.35,335.0,180.0,455.0
2023-08-06,Sunday,Beverages,Cloudy,0,1,1.0,52.95,398.0,169.0,397.0
2025-05-13,Tuesday,Desserts,Cloudy,0,0,1.0,63.56,210.0,140.0,259.0
2026-09-29,Tuesday,Beverages,Rainy,0,0,0.0,86.61,293.0,105.0,155.0
2025-10-17,Friday,Fries,SUNNY,0,0,0.0,65.68,210.0,91.0,200.0
2025-12-08,Monday,McNuggets,Hot,0,0,0.0,130.06,350.0,145.0,242.0
2026-09-28,Monday,McNuggets,Sunny,0,0,0.0,158.19,311.0,124.0,275.0
2022-12-17,Saturday,Beverages,Sunny,0,1,0.0,51.18,408.0,210.0,487.0
2029-08-10,Friday,Beverages,Hot,0,0,1.0,92.19,247.0,183.0,436.0
2025-06-23,Monday,Fries,Cold,0,0,0.0,79.82,376.0,74.0,156.0
2022-12-16,Friday,McNuggets,Sunny,0,0,1.0,158.5,363.0,182.0,402.0
2026-06-29,Monday,Beverages,Cold,0,0,0.0,76.45,404.0,119.0,228.0
2025-07-13,Sunday,Burgers,Hot,0,1,1.0,121.5,449.0,220.0,453.0
2023-10-06,Friday,Fries,Cloudy,0,0,1.0,62.27,216.0,189.0,534.0
2024-12-30,Monday,Fries,Cloudy,0,0,0.0,100.54,383.0,124.0,249.0
2025-04-10,Thursday,Desserts,Sunny,0,0,0.0,115.05,410.0,124.0,222.0
2027-06-02,Wednesday,Desserts,Sunny,0,0,1.0,82.05,426.0,155.0,292.0
2028-03-26,Sunday,Breakfast,Sunny,0,1,0.0,89.72,554.0,134.0,280.0
2025-01-08,Wednesday,Desserts,Sunny,0,0,0.0,73.64,434.0,91.0,204.0
2027-06-12,Saturday,Beverages,Hot,0,1,1.0,92.85,309.0,212.0,473.0
2024-12-27,Friday,McNuggets,Cloudy,0,0,1.0,102.91,372.0,117.0,329.0
2028-07-31,Monday,Fries,Sunny,0,0,0.0,78.17,312.0,81.0,166.0
2027-04-01,Thursday,Desserts,Cloudy,0,0,0.0,57.45,271.0,90.0,176.0
2029-09-29,Saturday,Beverages,Cloudy,0,1,0.0,54.06,246.0,200.0,455.0
2024-02-26,Monday,McNuggets,Rainy,0,0,1.0,97.14,487.0,126.0,314.0
2029-06-20,Wednesday,Fries,Sunny,0,0,0.0,95.98,284.0,130.0,229.0
2022-05-21,Saturday,Desserts,Cloudy,0,1,0.0,78.34,445.0,171.0,333.0
2024-02-28,Wednesday,Beverages,Sunny,0,0,1.0,72.62,406.0,,390.0
2026-11-27,Friday,Breakfast,Cold,0,0,0.0,93.73,290.0,99.0,166.0
2027-08-22,Sunday,Beverages,Cloudy,0,1,0.0,84.47,378.0,165.0,400.0
2023-12-16,Saturday,Fries,Cold,0,1,1.0,81.44,536.0,214.0,383.0
2025-09-23,Tuesday,Burgers,Rainy,0,0,0.0,181.02,386.0,122.0,234.0
2026-09-14,Monday,McNuggets,Cold,0,0,1.0,105.63,334.0,158.0,374.0
2030-01-09,Wednesday,McNuggets,Sunny,0,0,0.0,145.19,439.0,119.0,225.0
2029-01-31,Wednesday,McNuggets,Cloudy,0,0,1.0,93.56,496.0,149.0,416.0
2023-09-11,Monday,Breakfast,Hot,0,0,0.0,120.56,377.0,102.0,198.0
2023-02-11,Saturday,Fries,Hot,0,1,0.0,67.78,307.0,170.0,386.0
2027-07-16,Friday,Desserts,Cold,0,0,1.0,113.48,388.0,139.0,406.0
2029-12-15,Saturday,Burgers,Rainy,1,1,0.0,170.51,346.0,182.0,424.0
2025-01-18,Saturday,Beverages,Sunny,0,1,0.0,72.07,314.0,142.0,380.0
2030-01-19,Saturday,Fries,Cloudy,0,1,0.0,60.0,443.0,177.0,373.0
2026-07-09,Thursday,Burgers,Sunny,0,0,0.0,184.94,209.0,121.0,276.0
2023-05-13,Saturday,Burgers,Cold,0,1,0.0,144.22,267.0,183.0,324.0
2022-12-09,Friday,Burgers,Rainy,0,0,0.0,177.47,187.0,107.0,245.0
2030-03-16,Saturday,Burgers, rainy,0,1,0.0,179.89,172.0,174.0,421.0
2029-02-07,Wednesday,Burgers,Cloudy,0,0,1.0,179.82,358.0,187.0,402.0
2024-02-22,Thursday,Fries,Sunny,0,0,0.0,93.26,304.0,96.0,164.0
2027-12-30,Thursday,McNuggets,Sunny,0,0,0.0,141.21,194.0,130.0,181.0
2022-10-31,Monday,McNuggets,Cloudy,0,0,1.0,130.41,315.0,187.0,465.0
2028-03-04,Saturday,Desserts,Hot,0,1,0.0,73.0,214.0,141.0,324.0
2023-10-27,Friday,Burgers,Rainy,0,0,1.0,134.44,500.0,168.0,413.0
2026-08-12,Wednesday,Burgers,Hot,0,0,0.0,145.16,85.0,123.0,258.0
2029-06-13,Wednesday,Desserts,Sunny,0,0,0.0,58.48,408.0,81.0,166.0
2027-04-30,Friday,Beverages,Cold,0,0,0.0,82.41,205.0,106.0,193.0
2026-02-21,Saturday,Desserts,Sunny,0,1,0.0,72.89,364.0,158.0,330.0
